mjd,mag,magerr,clrcoeff
58670.39374,14.503,0.000,0.000
58671.39374,14.509,0.000,0.000
58672.39374,14.515,0.000,0.000
58673.39374,14.530,0.000,0.000
58674.39374,14.552,0.000,0.000
58675.39374,14.577,0.000,0.000
58676.39374,14.599,0.000,0.000
58677.39374,14.615,0.000,0.000
58678.39374,14.628,0.000,0.000
58679.39374,14.644,0.000,0.000
58680.39374,14.663,0.000,0.000
58681.39374,14.683,0.000,0.000
58682.39374,14.697,0.000,0.000
58683.39374,14.707,0.000,0.000
58684.39374,14.715,0.000,0.000
58685.39374,14.728,0.000,0.000
58686.39374,14.747,0.000,0.000
58687.39374,14.765,0.000,0.000
58688.39374,14.778,0.000,0.000
58689.39374,14.783,0.000,0.000
58690.39374,14.784,0.000,0.000
58691.39374,14.786,0.000,0.000
58692.39374,14.792,0.000,0.000
58693.39374,14.798,0.000,0.000
58694.39374,14.798,0.000,0.000
58695.39374,14.791,0.000,0.000
58696.39374,14.778,0.000,0.000
58697.39374,14.766,0.000,0.000
58698.39374,14.756,0.000,0.000
58699.39374,14.750,0.000,0.000
58700.39374,14.749,0.000,0.000
58701.39374,14.751,0.000,0.000
58702.39374,14.754,0.000,0.000
58703.39374,14.751,0.000,0.000
58704.39374,14.736,0.000,0.000
58705.39374,14.709,0.000,0.000
58706.39374,14.675,0.000,0.000
58707.39374,14.646,0.000,0.000
58708.39374,14.629,0.000,0.000
58709.39374,14.614,0.000,0.000
58710.39374,14.575,0.000,0.000
58711.39374,14.489,0.000,0.000
58712.39374,14.371,0.000,0.000
58713.39374,14.271,0.000,0.000
58714.39374,14.246,0.000,0.000
58715.39374,14.342,0.000,0.000
58716.39374,14.584,0.000,0.000
58717.39374,14.966,0.000,0.000
58718.39374,15.409,0.000,0.000
58719.39374,15.702,0.000,0.000
58720.39374,15.703,0.000,0.000
58721.39374,15.575,0.000,0.000
58722.39374,15.503,0.000,0.000
58723.39374,15.524,0.000,0.000
58724.39374,15.593,0.000,0.000
58725.39374,15.637,0.000,0.000
58726.39374,15.628,0.000,0.000
58727.39374,15.592,0.000,0.000
58728.39374,15.574,0.000,0.000
58729.39374,15.593,0.000,0.000
58730.39374,15.644,0.000,0.000
58731.39374,15.700,0.000,0.000
58732.39374,15.734,0.000,0.000
58733.39374,15.725,0.000,0.000
58734.39374,15.678,0.000,0.000
58735.39374,15.617,0.000,0.000
58736.39374,15.574,0.000,0.000
58737.39374,15.569,0.000,0.000
58738.39374,15.601,0.000,0.000
58739.39374,15.644,0.000,0.000
58740.39374,15.661,0.000,0.000
58741.39374,15.629,0.000,0.000
58742.39374,15.565,0.000,0.000
58743.39374,15.511,0.000,0.000
58744.39374,15.499,0.000,0.000
58745.39374,15.534,0.000,0.000
58746.39374,15.599,0.000,0.000
58747.39374,15.658,0.000,0.000
58748.39374,15.682,0.000,0.000
58749.39374,15.667,0.000,0.000
58750.39374,15.634,0.000,0.000
58751.39374,15.605,0.000,0.000
58752.39374,15.587,0.000,0.000
58753.39374,15.580,0.000,0.000
58754.39374,15.577,0.000,0.000
58755.39374,15.575,0.000,0.000
58758.28180,15.569,0.022,0.078
58761.13201,15.616,0.022,0.091
58771.10138,15.589,0.022,0.077
58775.10489,15.606,0.022,0.087
58781.09600,15.584,0.022,0.078
58785.09418,15.571,0.022,0.066
58788.10304,15.580,0.022,0.077
58791.09965,15.606,0.022,0.089
58793.07877,15.598,0.022,0.087
58794.09622,15.611,0.022,0.085
58797.07790,15.613,0.022,0.071
58797.09035,15.592,0.022,0.071
58801.07952,15.634,0.022,0.057
58812.09347,15.584,0.022,0.073
